Users,ScreenUsage,HeartRate, ActivFit, storage, Notif, BatterySensor, Bluetooth, LightSensor, Activity,SA,Errors
74bfe8a9675efd5c,5.0,5.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,5.0,0.0
8d760fdf1ac9105f,65.0,35.0,10.0,0.0,74.0,76.0,68.0,0.0,11.0,76.0,3.0
57b1c1bfa2aefa7f,55.0,55.0,0.0,0.0,54.0,55.0,54.0,0.0,0.0,55.0,7.0
c4c7fe5d4027589e,28.0,10.0,3.0,0.0,17.0,34.0,25.0,34.0,3.0,34.0,0.0
de007d5987614e7b,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
87a1427a2e9bcf5e,17.0,1.0,17.0,0.0,17.0,17.0,16.0,17.0,16.0,17.0,0.0
1408eb09fe8d763f,6.0,0.0,7.0,0.0,8.0,7.0,8.0,7.0,7.0,8.0,1.0
4ee1b2b68326bfaf,5.0,4.0,5.0,0.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0
4e4358d9097b00ed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ebdb50a679f0f5e2,60.0,60.0,15.0,0.0,47.0,60.0,50.0,60.0,0.0,60.0,0.0
f0d98eb6cdd7afa2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
8555e3a468bbfd3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2d8a6ef2733c821b,4.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,4.0,0.0
5cef4dd71ec57cf3,3.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,0.0,4.0,1.0
33ca0c0a0aa9a910,4.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0
1851e9c1a6fc2613,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8f350568b948924c,81.0,0.0,33.0,0.0,73.0,81.0,76.0,0.0,32.0,81.0,9.0
cae573de29dae44b,3.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0
cdb2ae2dfd5844a9,99.0,99.0,0.0,0.0,96.0,100.0,89.0,100.0,0.0,100.0,1.0
2063268a33285126,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
ea8818c439e46c10,5.0,5.0,1.0,0.0,5.0,5.0,5.0,0.0,1.0,5.0,0.0
baf603fb28c02919,45.0,45.0,27.0,0.0,45.0,45.0,30.0,0.0,27.0,45.0,0.0
4de1f27b1f17da88,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
91375c0fbc04ed41,3.0,4.0,4.0,0.0,4.0,6.0,4.0,6.0,4.0,6.0,1.0
3a2370b708c8a31a,6.0,6.0,7.0,0.0,0.0,6.0,7.0,0.0,5.0,7.0,0.0
11089d01dd0d954e,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
fda182d0727f3039,159.0,155.0,0.0,0.0,156.0,162.0,132.0,0.0,0.0,162.0,1.0
9c2813af28e0e98a,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0
d43c5ac5215769c6,72.0,0.0,72.0,0.0,72.0,72.0,72.0,0.0,72.0,72.0,0.0
94782f1066897315,171.0,0.0,99.0,0.0,166.0,173.0,159.0,174.0,98.0,174.0,1.0
e0ecd7c13983e13c,21.0,0.0,4.0,0.0,0.0,27.0,26.0,0.0,4.0,27.0,0.0
f75a11ba34e75345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840fbd78547b72af,52.0,0.0,0.0,0.0,58.0,58.0,55.0,58.0,0.0,58.0,3.0
ff8976562cf9e103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349b0b828d7c66f1,6.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,6.0,0.0
5f074abc2ae6c986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfe3242d4108461,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2c1fc243aecf87a2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
7fe273163c2186b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c9a9f5b29b557a7a,4.0,0.0,4.0,0.0,4.0,3.0,4.0,3.0,0.0,4.0,1.0
8a0299052b708157,11.0,0.0,7.0,0.0,11.0,11.0,11.0,0.0,1.0,11.0,1.0
ad00b86d9e80d808,98.0,95.0,43.0,0.0,0.0,101.0,98.0,101.0,43.0,101.0,1.0
9bc48c706e5388f6,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0
d7d8f5647d00ff3f,121.0,120.0,6.0,0.0,122.0,122.0,122.0,0.0,6.0,122.0,5.0
ab11e0ac869e5dd8,185.0,180.0,106.0,0.0,184.0,186.0,147.0,186.0,106.0,186.0,1.0
215222b4aa9c3983,150.0,0.0,140.0,0.0,142.0,150.0,144.0,150.0,123.0,150.0,1.0
fbcca63e6d298741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bd483aa833dddd2e,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,1.0
91ce0629a86cc17d,5.0,1.0,5.0,0.0,5.0,5.0,4.0,0.0,5.0,5.0,1.0
d4a0001789d7baf3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
db24bee6d0dfcb93,115.0,115.0,20.0,0.0,104.0,115.0,90.0,115.0,19.0,116.0,1.0
4cf4ecfbf325285f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7adb2b0ce245c3f6,70.0,52.0,70.0,0.0,70.0,70.0,69.0,0.0,70.0,70.0,2.0
20757a593a1b3edf,7.0,7.0,0.0,0.0,7.0,7.0,6.0,7.0,0.0,7.0,1.0
aa9a4e1d2af95507,59.0,59.0,58.0,0.0,59.0,59.0,59.0,59.0,58.0,59.0,0.0
cdab69b01bac6bcc,37.0,38.0,19.0,0.0,0.0,38.0,32.0,38.0,0.0,38.0,0.0
491e3c9af7016a62,36.0,36.0,0.0,0.0,0.0,36.0,36.0,36.0,0.0,36.0,1.0
81b0453217f6e80d,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b5e12c583c77018,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
5bd3d076d2658b5b,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
8408b0606c14aa84,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0
f39be855f8ddf8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e6f2ce5c6d1ed9f,46.0,38.0,55.0,0.0,56.0,55.0,47.0,0.0,55.0,56.0,1.0
3e92c6e41c041172,7.0,7.0,7.0,0.0,7.0,7.0,6.0,7.0,7.0,7.0,0.0
80d7c790fa123187,411.0,411.0,291.0,0.0,384.0,411.0,351.0,411.0,289.0,411.0,2.0
13b727ab00aa5941,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
86318c6f42e7327c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351799fb5b87b923,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0
bccda6108f2dd525,28.0,28.0,25.0,0.0,26.0,28.0,26.0,0.0,25.0,28.0,0.0
b331c597fc6677d3,11.0,0.0,11.0,0.0,8.0,11.0,11.0,11.0,11.0,11.0,0.0
3326d410958ab9b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508991ef5637ab0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c094759741a874,45.0,0.0,0.0,0.0,47.0,47.0,37.0,7.0,0.0,47.0,5.0
b6f5956ec0356294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5160f55305a41501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a0c12f742f326d72,18.0,18.0,1.0,0.0,0.0,18.0,18.0,18.0,1.0,18.0,1.0
e14ab4eb2b697e4b,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
b3032faccaa489fb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eba8b9c61e7ff9f2,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,0.0
85fe7cc3afdd873b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a19fd709194e71ba,8.0,0.0,10.0,0.0,10.0,10.0,9.0,10.0,8.0,10.0,1.0
3d575c4560d48a9b,65.0,65.0,58.0,0.0,55.0,65.0,49.0,0.0,57.0,65.0,12.0
63f74cf51fefb506,186.0,179.0,180.0,0.0,158.0,188.0,172.0,189.0,180.0,189.0,2.0
f5c3e1c53d02ccb5,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
24eb199b7335f90d,6.0,6.0,6.0,0.0,6.0,6.0,5.0,0.0,6.0,6.0,0.0
ae96ee1fea67d291,56.0,57.0,11.0,0.0,0.0,58.0,48.0,0.0,10.0,58.0,1.0
4f06bcf8889bc89e,242.0,250.0,0.0,0.0,252.0,253.0,240.0,0.0,0.0,253.0,0.0
388c2af0d66435a3,13.0,0.0,13.0,0.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0
64f9d2a27826768c,98.0,89.0,0.0,0.0,0.0,100.0,87.0,100.0,0.0,100.0,1.0
150fedcbcfe7f6cd,11.0,12.0,0.0,0.0,0.0,12.0,11.0,12.0,0.0,12.0,1.0
de36bd294ae0dd7,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0
9715fa3db2419a6e,21.0,2.0,21.0,0.0,20.0,21.0,21.0,0.0,21.0,21.0,6.0
8561b4c4c238e557,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
41dbd4063354f105,14.0,14.0,0.0,0.0,13.0,14.0,14.0,0.0,0.0,14.0,3.0
95c7a80639a49f5b,4.0,0.0,4.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,0.0
45c238ce75eaab21,5.0,0.0,5.0,0.0,5.0,5.0,4.0,0.0,5.0,5.0,0.0
78627b2c1e8eb2e6,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0
dd658d8fc21dae1c,46.0,23.0,46.0,0.0,40.0,46.0,27.0,0.0,7.0,46.0,0.0
1b9840a27f6f5bee,5.0,5.0,1.0,0.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0
c2ca02be85afc355,62.0,62.0,7.0,0.0,0.0,62.0,55.0,62.0,7.0,62.0,0.0
877623236cf13d00,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0
63cd09bfc6911d44,5.0,5.0,2.0,0.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0
6a4c6ced9852dc9c,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
9d388f2f1e219e2d,39.0,39.0,36.0,0.0,38.0,39.0,36.0,39.0,36.0,39.0,0.0
297f3ecc8d7cd8d2,407.0,404.0,288.0,0.0,0.0,412.0,408.0,412.0,237.0,412.0,1.0
c8dbf366b06c1498,18.0,18.0,1.0,0.0,17.0,18.0,18.0,18.0,1.0,18.0,3.0
86859a8de807eac8,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,2.0
d4dc704c00fb8ec2,32.0,32.0,8.0,0.0,32.0,32.0,32.0,32.0,8.0,32.0,2.0
b7c326d275f25abf,43.0,43.0,43.0,0.0,41.0,43.0,43.0,0.0,43.0,43.0,0.0
1ae051b1f4f27f0a,61.0,37.0,0.0,0.0,89.0,97.0,88.0,97.0,0.0,97.0,0.0
cbf083e75ff5da3f,195.0,161.0,0.0,0.0,0.0,227.0,207.0,227.0,0.0,227.0,1.0
ea0b6bc3d51a1f3a,31.0,30.0,0.0,0.0,0.0,35.0,35.0,35.0,0.0,35.0,0.0
a71384f0943adf3f,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,1.0
89386bb8a70ee4f0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cebb30286e2aa664,17.0,16.0,19.0,0.0,18.0,19.0,19.0,19.0,19.0,19.0,0.0
aaa92c3fd7615a91,5.0,2.0,5.0,0.0,3.0,5.0,5.0,0.0,5.0,5.0,0.0
2a2d0b953c370dc7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3439f7c033b8a506,3.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0
832d53fb57b326e3,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
d3333d0ab3b72c68,3.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0
8030286a36af81db,8.0,8.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,0.0
1fcfc114eeb212e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8c5c299fb9cef9c,7.0,7.0,2.0,0.0,1.0,7.0,6.0,0.0,2.0,7.0,2.0
22b606991817b705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3622346b8df9e0a,47.0,46.0,0.0,0.0,47.0,47.0,44.0,47.0,0.0,47.0,0.0
f364654149a288f9,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0
bc90eba6d565fc13,14.0,0.0,13.0,0.0,15.0,14.0,15.0,14.0,12.0,15.0,0.0
183ecc8e33a32cb6,21.0,0.0,21.0,0.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0
38f27a31428cbe9,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
9436499f53851946,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
c8af2f0e13776095,45.0,35.0,22.0,0.0,45.0,44.0,41.0,0.0,0.0,45.0,0.0
69942e21f2897fe7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a11bd3d0a03f0b8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
6bd426563c84b75c,6.0,4.0,9.0,0.0,9.0,9.0,9.0,9.0,2.0,9.0,0.0
2c46f7f00f24c1cc,28.0,28.0,28.0,0.0,28.0,28.0,27.0,0.0,28.0,28.0,1.0
f4515fc450f84536,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.0,6.0
adbbef363123088b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248cb221afca5bc,82.0,86.0,39.0,0.0,0.0,90.0,71.0,90.0,0.0,90.0,0.0
b54f18730fb56a56,61.0,57.0,46.0,0.0,48.0,61.0,60.0,61.0,30.0,61.0,1.0
589e792357ead540,11.0,11.0,10.0,0.0,6.0,11.0,10.0,0.0,9.0,11.0,1.0
aff72e9e4cef0cb8,34.0,34.0,2.0,0.0,34.0,34.0,29.0,0.0,2.0,34.0,0.0
b894f971a16abb40,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0
1a430ddb91793e10,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
fa0a68b9f1194cff,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0
f2b3d112e47c5db5,10.0,7.0,7.0,0.0,11.0,11.0,10.0,0.0,7.0,11.0,1.0
952732f565c32f13,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0
d22af212fcb9fe53,210.0,0.0,0.0,0.0,208.0,210.0,189.0,0.0,0.0,211.0,11.0
5d858883eb159d0b,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,1.0
934f0ebf8d662db6,80.0,89.0,88.0,0.0,98.0,101.0,88.0,82.0,87.0,101.0,4.0
cd668150096eb4dd,41.0,39.0,1.0,0.0,38.0,41.0,40.0,41.0,0.0,41.0,4.0
1c672f10c193654f,8.0,6.0,2.0,0.0,8.0,8.0,8.0,8.0,2.0,8.0,0.0
6bdb0a83b24a90c7,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6990cb2bbc78cfaa,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,2.0
8837e30af9a1aab2,31.0,31.0,31.0,0.0,31.0,31.0,27.0,0.0,31.0,31.0,3.0
4daa10bdc6ad6acc,5.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,5.0,1.0
f7be18873287d5c,9.0,0.0,9.0,0.0,9.0,9.0,7.0,0.0,9.0,9.0,0.0
9ab333cb60934e1a,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
6e120c915b648381,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0
afd3de5312dfa34f,20.0,21.0,1.0,0.0,21.0,21.0,21.0,21.0,0.0,21.0,2.0
1a063ae430a813ee,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
fc5d1da39bcfe8b1,9.0,9.0,1.0,0.0,6.0,9.0,5.0,0.0,1.0,9.0,1.0
4beaaaefa0dabff0,34.0,28.0,8.0,0.0,0.0,34.0,31.0,0.0,7.0,34.0,0.0
b676e114e5e7d8a1,73.0,67.0,73.0,0.0,0.0,73.0,67.0,0.0,72.0,73.0,1.0
218c0ec1c92d88f3,5.0,5.0,5.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,0.0
8ca9ac567531cdfe,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
45c8b8ce2d94e859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e979eab9176824ad,10.0,0.0,3.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0
f5d92e26d735b6a2,132.0,117.0,147.0,0.0,141.0,219.0,150.0,219.0,132.0,221.0,2.0
a6a75793f81b6807,6.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,6.0,1.0
1ae70f37bb6998a1,47.0,34.0,4.0,0.0,0.0,56.0,51.0,56.0,3.0,56.0,0.0
d5a175a888ed6963,7.0,0.0,4.0,0.0,7.0,7.0,7.0,7.0,4.0,7.0,1.0
3758cbc91e9d8c4c,36.0,34.0,1.0,0.0,35.0,39.0,37.0,0.0,0.0,39.0,1.0
7f22233ed064ffb2,126.0,126.0,6.0,0.0,0.0,127.0,106.0,127.0,6.0,127.0,1.0
7777bc670ef7ae16,10.0,0.0,3.0,0.0,11.0,11.0,11.0,1.0,0.0,11.0,4.0
df60d128a714a93,68.0,68.0,46.0,0.0,54.0,68.0,59.0,68.0,46.0,68.0,1.0
84ce19cb67911e84,2.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0
c85553da682a279,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
68485a8ad4e37f5c,87.0,84.0,77.0,0.0,83.0,105.0,98.0,105.0,60.0,107.0,3.0
7ae172be471823d5,66.0,66.0,1.0,0.0,65.0,66.0,66.0,66.0,1.0,66.0,1.0
79f6f24c74f8ded7,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0
9199fbbf044138,5.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0
b03de8e95bd29802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
